lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-LCUUsage,2026-06-22T03:00:00Z,2026-06-22T04:00:00Z,987654321098,765432109876,AWS,1.861743,1.905744,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00005,Amazon Elastic Load Balancing,
USE1-Requests-HTTPS-Proxy,2026-06-22T04:00:00Z,2026-06-22T05:00:00Z,987654321098,876543210987,AWS,0.388258,0.497319,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00003,Amazon CloudFront,staging
USE1-EBS:VolumeUsage.gp3,2026-06-22T05:00:00Z,2026-06-22T06:00:00Z,111122223333,444455556666,AWS,1.800771,2.426581,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00017,Amazon Elastic Compute Cloud,development
Refund - USE1-EBS:VolumeUsage.gp3,2026-06-22T08:00:00Z,2026-06-22T09:00:00Z,987654321098,876543210987,AWS,-4.414348,-4.3848036,USD,arn:aws:elastic-compute-cloud:us-east-1:876543210987:resource/res-00003,Amazon Elastic Compute Cloud,qa
USE1-Request,2026-06-22T08:00:00Z,2026-06-22T09:00:00Z,987654321098,765432109876,AWS,1.28292,1.534973,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00007,AWS Lambda,qa
USE1-BoxUsage:c5.xlarge,2026-06-22T09:00:00Z,2026-06-22T10:00:00Z,987654321098,765432109876,AWS,0.605819,0.638014,USD,arn:aws:elastic-compute-cloud:us-east-1:765432109876:resource/res-00002,Amazon Elastic Compute Cloud,staging
USE1-WriteCapacityUnit-Hrs,2026-06-22T11:00:00Z,2026-06-22T12:00:00Z,987654321098,765432109876,AWS,5.315306,6.939332,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00007,Amazon DynamoDB,qa
USE1-LCUUsage,2026-06-22T16:00:00Z,2026-06-22T17:00:00Z,111122223333,444455556666,AWS,0.131542,0.163689,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00013,Amazon Elastic Load Balancing,staging
Support Fee,2026-06-22T20:00:00Z,2026-06-22T21:00:00Z,111122223333,444455556666,AWS,336.663402,349.96076,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00001,AWS Support (Business),production
USE1-LoadBalancerUsage,2026-06-22T21:00:00Z,2026-06-22T22:00:00Z,111122223333,444455556666,AWS,1.730303,2.073598,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00015,Amazon Elastic Load Balancing,qa
USE1-DataTransfer-Out-Bytes,2026-06-22T22:00:00Z,2026-06-22T23:00:00Z,111122223333,444455556666,AWS,1.494079,1.959811,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00014,Amazon CloudFront,staging
USE1-DataTransfer-Out-Bytes,2026-06-23T04:00:00Z,2026-06-23T05:00:00Z,123456789012,234567890123,AWS,0.860018,1.077241,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00006,Amazon CloudFront,development
USE1-InstanceUsage:db.r5.large,2026-06-23T05:00:00Z,2026-06-23T06:00:00Z,111122223333,444455556666,AWS,1.769286,2.038618,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00003,Amazon Relational Database Service,production
USE1-DataTransfer-Out-Bytes,2026-06-23T07:00:00Z,2026-06-23T08:00:00Z,111122223333,444455556666,AWS,0.50438,0.582798,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00008,Amazon CloudFront,staging
USE1-LCUUsage,2026-06-23T14:00:00Z,2026-06-23T15:00:00Z,987654321098,765432109876,AWS,1.425894,1.471929,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00004,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-23T15:00:00Z,2026-06-23T16:00:00Z,987654321098,876543210987,AWS,0.169698,0.219546,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00007,Amazon CloudFront,production
USE1-DataTransfer-Out-Bytes,2026-06-23T15:00:00Z,2026-06-23T16:00:00Z,987654321098,876543210987,AWS,9.654221,10.10826,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00008,Amazon Simple Storage Service,
USE1-InstanceUsage:db.t3.medium,2026-06-23T16:00:00Z,2026-06-23T17:00:00Z,123456789012,234567890123,AWS,0.22027,0.234583,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00004,Amazon Relational Database Service,production
USE1-TimedStorage-ByteHrs,2026-06-23T19:00:00Z,2026-06-23T20:00:00Z,987654321098,765432109876,AWS Marketplace,4.907928,6.394522,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00008,Amazon DynamoDB,
Refund - USE1-ReadCapacityUnit-Hrs,2026-06-24T02:00:00Z,2026-06-24T03:00:00Z,111122223333,444455556666,AWS,-1.114853,-1.1704356,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00004,Amazon DynamoDB,development
USE1-Request,2026-06-24T03:00:00Z,2026-06-24T04:00:00Z,123456789012,234567890123,AWS,2.725959,3.428107,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00008,AWS Lambda,
Support Fee,2026-06-24T14:00:00Z,2026-06-24T15:00:00Z,123456789012,345678901234,AWS,11.330445,12.537815,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00003,AWS Support (Business),production
USE1-InstanceUsage:db.t3.medium,2026-06-24T23:00:00Z,2026-06-25T00:00:00Z,987654321098,765432109876,AWS,2.49982,2.792937,USD,arn:aws:relational-database-service:us-east-1:765432109876:resource/res-00004,Amazon Relational Database Service,production
USE1-BoxUsage:t3.medium,2026-06-25T02:00:00Z,2026-06-25T03:00:00Z,123456789012,345678901234,AWS,4.033595,4.456867,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00009,Amazon Elastic Compute Cloud,
USE1-ReadCapacityUnit-Hrs,2026-06-25T07:00:00Z,2026-06-25T08:00:00Z,987654321098,765432109876,AWS,1.099545,1.107273,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00001,Amazon DynamoDB,
USE1-EBS:VolumeUsage.gp3,2026-06-25T09:00:00Z,2026-06-25T10:00:00Z,123456789012,345678901234,AWS,0.829475,1.074319,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00005,Amazon Elastic Compute Cloud,staging
USE1-ReadCapacityUnit-Hrs,2026-06-25T12:00:00Z,2026-06-25T13:00:00Z,123456789012,345678901234,AWS,3.216484,3.221707,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00006,Amazon DynamoDB,
Support Fee,2026-06-25T16:00:00Z,2026-06-25T17:00:00Z,111122223333,444455556666,AWS,119.759462,149.748453,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00011,AWS Support (Business),development
USE1-ReadCapacityUnit-Hrs,2026-06-25T17:00:00Z,2026-06-25T18:00:00Z,123456789012,345678901234,AWS,2.818404,3.074427,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00005,Amazon DynamoDB,
USE1-BoxUsage:m5.large,2026-06-25T22:00:00Z,2026-06-25T23:00:00Z,111122223333,444455556666,AWS,1.939957,2.54298,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00015,Amazon Elastic Compute Cloud,
Support Fee,2026-06-25T22:00:00Z,2026-06-25T23:00:00Z,111122223333,444455556666,AWS,281.308844,351.330877,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00004,AWS Support (Business),production
USE1-InstanceUsage:db.t3.medium,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,987654321098,765432109876,AWS Marketplace,3.356314,3.44223,USD,arn:aws:relational-database-service:us-east-1:765432109876:resource/res-00002,Amazon Relational Database Service,
USE1-Lambda-GB-Second,2026-06-26T03:00:00Z,2026-06-26T04:00:00Z,111122223333,444455556666,AWS,0.428012,0.482875,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00003,AWS Lambda,production
USE1-WriteCapacityUnit-Hrs,2026-06-26T08:00:00Z,2026-06-26T09:00:00Z,111122223333,444455556666,AWS,2.687077,3.436536,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00001,Amazon DynamoDB,development
USE1-BoxUsage:t3.medium,2026-06-26T08:00:00Z,2026-06-26T09:00:00Z,111122223333,444455556666,AWS,2.912306,3.364628,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00012,Amazon Elastic Compute Cloud,staging
USE1-BoxUsage:t3.medium,2026-06-26T20:00:00Z,2026-06-26T21:00:00Z,123456789012,234567890123,AWS,3.923303,4.527473,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00010,Amazon Elastic Compute Cloud,qa
USE1-TimedStorage-ByteHrs,2026-06-26T23:00:00Z,2026-06-27T00:00:00Z,111122223333,444455556666,AWS,7.901575,9.464176,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00012,Amazon Simple Storage Service,staging
USE1-EBS:VolumeUsage.gp3,2026-06-27T01:00:00Z,2026-06-27T02:00:00Z,987654321098,876543210987,AWS,0.544589,0.555826,USD,arn:aws:elastic-compute-cloud:us-east-1:876543210987:resource/res-00001,Amazon Elastic Compute Cloud,staging
USE1-LoadBalancerUsage,2026-06-27T06:00:00Z,2026-06-27T07:00:00Z,111122223333,444455556666,AWS,0.976233,1.085256,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00005,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-27T06:00:00Z,2026-06-27T07:00:00Z,111122223333,444455556666,AWS Marketplace,9.945077,10.923752,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00011,Amazon Simple Storage Service,qa
USE1-WriteCapacityUnit-Hrs,2026-06-27T07:00:00Z,2026-06-27T08:00:00Z,987654321098,765432109876,AWS Marketplace,0.244926,0.308914,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00002,Amazon DynamoDB,development
USE1-LoadBalancerUsage,2026-06-27T09:00:00Z,2026-06-27T10:00:00Z,123456789012,345678901234,AWS,0.137627,0.149038,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00007,Amazon Elastic Load Balancing,
USE1-LCUUsage,2026-06-27T09:00:00Z,2026-06-27T10:00:00Z,123456789012,345678901234,AWS,1.488553,1.727319,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00004,Amazon Elastic Load Balancing,production
USE1-Requests-Tier1,2026-06-27T11:00:00Z,2026-06-27T12:00:00Z,111122223333,444455556666,AWS,4.85441,6.292398,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00005,Amazon Simple Storage Service,staging
USE1-WriteCapacityUnit-Hrs,2026-06-27T12:00:00Z,2026-06-27T13:00:00Z,987654321098,876543210987,AWS,5.259597,6.55421,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00005,Amazon DynamoDB,
USE1-WriteCapacityUnit-Hrs,2026-06-27T12:00:00Z,2026-06-27T13:00:00Z,111122223333,444455556666,AWS,3.070236,3.083635,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00002,Amazon DynamoDB,production
USE1-Lambda-GB-Second,2026-06-27T14:00:00Z,2026-06-27T15:00:00Z,987654321098,876543210987,AWS,1.586498,1.690508,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00005,AWS Lambda,production
USE1-StorageUsage,2026-06-27T16:00:00Z,2026-06-27T17:00:00Z,123456789012,345678901234,AWS,0.377313,0.49476,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00001,Amazon Relational Database Service,production
USE1-Requests-HTTPS-Proxy,2026-06-27T19:00:00Z,2026-06-27T20:00:00Z,987654321098,765432109876,AWS,1.854374,2.413372,USD,arn:aws:cloudfront:us-east-1:765432109876:resource/res-00002,Amazon CloudFront,production
USE1-Requests-Tier2,2026-06-27T20:00:00Z,2026-06-27T21:00:00Z,111122223333,444455556666,AWS,9.622381,11.22871,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00009,Amazon Simple Storage Service,development
USE1-BoxUsage:m5.large,2026-06-27T22:00:00Z,2026-06-27T23:00:00Z,987654321098,876543210987,AWS,0.673312,0.831433,USD,arn:aws:elastic-compute-cloud:us-east-1:876543210987:resource/res-00006,Amazon Elastic Compute Cloud,
USE1-BoxUsage:t3.medium,2026-06-28T10:00:00Z,2026-06-28T11:00:00Z,123456789012,234567890123,AWS,2.859774,3.557424,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00002,Amazon Elastic Compute Cloud,
USE1-Lambda-GB-Second,2026-06-28T10:00:00Z,2026-06-28T11:00:00Z,123456789012,234567890123,AWS Marketplace,2.112855,2.218588,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00002,AWS Lambda,staging
USE1-Request,2026-06-28T14:00:00Z,2026-06-28T15:00:00Z,987654321098,765432109876,AWS,2.865818,3.381716,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00008,AWS Lambda,
USE1-LoadBalancerUsage,2026-06-28T14:00:00Z,2026-06-28T15:00:00Z,123456789012,345678901234,AWS,1.110759,1.375601,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00001,Amazon Elastic Load Balancing,development
USE1-DataTransfer-Out-Bytes,2026-06-28T17:00:00Z,2026-06-28T18:00:00Z,111122223333,444455556666,AWS,1.698688,2.087117,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00005,Amazon CloudFront,qa
USE1-Request,2026-06-28T17:00:00Z,2026-06-28T18:00:00Z,123456789012,345678901234,AWS,0.983742,0.991244,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00004,AWS Lambda,qa
USE1-InstanceUsage:db.r5.large,2026-06-28T17:00:00Z,2026-06-28T18:00:00Z,123456789012,234567890123,AWS Marketplace,0.743711,0.938804,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00001,Amazon Relational Database Service,staging
USE1-Requests-HTTPS-Proxy,2026-06-28T17:00:00Z,2026-06-28T18:00:00Z,111122223333,444455556666,AWS,0.815035,0.971522,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00009,Amazon CloudFront,development
USE1-Request,2026-06-28T17:00:00Z,2026-06-28T18:00:00Z,123456789012,345678901234,AWS,0.303978,0.360448,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00007,AWS Lambda,
USE1-BoxUsage:m5.large,2026-06-28T23:00:00Z,2026-06-29T00:00:00Z,111122223333,444455556666,AWS,0.674861,0.870084,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00004,Amazon Elastic Compute Cloud,development
USE1-BoxUsage:t3.medium,2026-06-28T23:00:00Z,2026-06-29T00:00:00Z,123456789012,234567890123,AWS,1.332606,1.616278,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00003,Amazon Elastic Compute Cloud,staging
USE1-Lambda-GB-Second,2026-06-29T00:00:00Z,2026-06-29T01:00:00Z,123456789012,345678901234,AWS,1.584056,2.046782,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00002,AWS Lambda,staging
USE1-LCUUsage,2026-06-29T04:00:00Z,2026-06-29T05:00:00Z,111122223333,444455556666,AWS,0.25422,0.288791,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00001,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-29T07:00:00Z,2026-06-29T08:00:00Z,123456789012,345678901234,AWS,6.602101,8.079081,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00003,Amazon Simple Storage Service,development
Support Fee,2026-06-29T09:00:00Z,2026-06-29T10:00:00Z,123456789012,234567890123,AWS,296.031454,386.228756,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00001,AWS Support (Business),staging
USE1-DataTransfer-Out-Bytes,2026-06-29T11:00:00Z,2026-06-29T12:00:00Z,987654321098,876543210987,AWS,9.989504,10.554042,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00002,Amazon Simple Storage Service,development
USE1-DataTransfer-Out-Bytes,2026-06-29T11:00:00Z,2026-06-29T12:00:00Z,111122223333,444455556666,AWS,3.775155,3.930713,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00011,Amazon Elastic Compute Cloud,development
USE1-TimedStorage-ByteHrs,2026-06-29T21:00:00Z,2026-06-29T22:00:00Z,123456789012,234567890123,AWS,3.991254,4.207111,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00004,Amazon DynamoDB,staging
USE1-DataTransfer-Out-Bytes,2026-06-30T00:00:00Z,2026-06-30T01:00:00Z,123456789012,345678901234,AWS Marketplace,2.402107,3.055552,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00001,Amazon Elastic Compute Cloud,development
